date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:18:59	292/292	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Sep%202014%2006:53:46%20GMT	http://demos.codexcoder.com/robots.txt		(from )
12:19:04	100637/100637	---MC-	200	added ('OK')	text/html	date:Mon,%2022%20Sep%202014%2006:53:46%20GMT	http://demos.codexcoder.com/wpbiz/	C:/Users/srinath/Google%20Drive/free%20web%20templates/codex%20manging%20site/demos.codexcoder.com/wpbiz/index.html	(from )
12:19:05	42/42	---MC-	200	added ('OK')	text/plain	date:Mon,%2022%20Sep%202014%2006:53:51%20GMT	http://demos.codexcoder.com/wpbiz/xmlrpc.php	C:/Users/srinath/Google%20Drive/free%20web%20templates/codex%20manging%20site/demos.codexcoder.com/wpbiz/xmlrpc.php	(from http://demos.codexcoder.com/wpbiz/)
12:19:05	1601/1601	---M--	200	added ('OK')	image/png	etag:%2263b1-641-502de84edbb2a%22	http://demos.codexcoder.com/wpbiz/wp-content/uploads/2014/09/favicon.png	C:/Users/srinath/Google%20Drive/free%20web%20templates/codex%20manging%20site/demos.codexcoder.com/wpbiz/wp-content/uploads/2014/09/favicon.png	(from http://demos.codexcoder.com/wpbiz/)
12:19:06	9439/9439	---M--	200	added ('OK')	text/css	etag:%221203d6-24df-5006e7e9cff30%22	http://demos.codexcoder.com/wpbiz/wp-content/plugins/biz-pricing/assets/css/style.css?ver=1.0.0	C:/Users/srinath/Google%20Drive/free%20web%20templates/codex%20manging%20site/demos.codexcoder.com/wpbiz/wp-content/plugins/biz-pricing/assets/css/style8a54.css	(from http://demos.codexcoder.com/wpbiz/)
12:19:07	1103/1103	---M--	200	added ('OK')	text/css	etag:%22a1619-44f-502dbd67fe2c2%22	http://demos.codexcoder.com/wpbiz/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=3.9.3	C:/Users/srinath/Google%20Drive/free%20web%20templates/codex%20manging%20site/demos.codexcoder.com/wpbiz/wp-content/plugins/contact-form-7/includes/css/styles657a.css	(from http://demos.codexcoder.com/wpbiz/)
12:19:07	14898/14898	---MC-	200	added ('OK')	text/xml	etag:%224711ffc3430946bd80b1475e21550dd8%22	http://demos.codexcoder.com/wpbiz/?feed=rss2	C:/Users/srinath/Google%20Drive/free%20web%20templates/codex%20manging%20site/demos.codexcoder.com/wpbiz/indexd784.html	(from http://demos.codexcoder.com/wpbiz/)
12:19:08	755/755	---MC-	200	added ('OK')	text/xml	etag:%220738051e644c07a3e89e019e08427ca1%22	http://demos.codexcoder.com/wpbiz/?feed=rss2&page_id=181	C:/Users/srinath/Google%20Drive/free%20web%20templates/codex%20manging%20site/demos.codexcoder.com/wpbiz/index8285.html	(from http://demos.codexcoder.com/wpbiz/)
12:19:08	9567/9567	---MC-	200	added ('OK')	text/xml	etag:%220738051e644c07a3e89e019e08427ca1%22	http://demos.codexcoder.com/wpbiz/?feed=comments-rss2	C:/Users/srinath/Google%20Drive/free%20web%20templates/codex%20manging%20site/demos.codexcoder.com/wpbiz/indexa6da.html	(from http://demos.codexcoder.com/wpbiz/)
12:19:08	359/359	---M--	200	added ('OK')	text/css	etag:%22a16c4-167-502dbd690cae2%22	http://demos.codexcoder.com/wpbiz/wp-content/plugins/mailchimp-for-wp/assets/css/checkbox.min.css?ver=2.1.2	C:/Users/srinath/Google%20Drive/free%20web%20templates/codex%20manging%20site/demos.codexcoder.com/wpbiz/wp-content/plugins/mailchimp-for-wp/assets/css/checkbox.min431f.css	(from http://demos.codexcoder.com/wpbiz/)
